Scenario,Pattern,Text Length,Algorithm,Matches,Build Time (ms),Match Time (ms),Total Time (ms),Memory Used (KB),Structure Nodes,Structure Size (KB)
Complex Regex - Alternation,(cat|dog|bird),512000,NFA,91,0.065,419.987,420.052,30816.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),512000,NFA+DFA-cache,91,0.104,482.586,482.690,30816.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),512000,DFA,91,0.177,23.289,23.466,65992.00,11,0.21
Complex Regex - Alternation,(cat|dog|bird),512000,min-DFA,91,0.358,23.225,23.584,127432.00,9,0.18
Complex Regex - Alternation,(cat|dog|bird),512000,NFA (with prefilter),91,0.151,41.122,41.273,44848.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),512000,NFA+DFA-cache (with prefilter),91,0.136,24.604,24.740,44456.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),512000,DFA (with prefilter),91,0.181,10.337,10.518,88720.00,22,0.29
Complex Regex - Alternation,(cat|dog|bird),512000,min-DFA (with prefilter),91,0.400,36.710,37.111,141464.00,20,0.26
Complex Regex - Multiple Operators,(a|b).*c,512000,NFA,4738,0.049,726.755,726.804,13856.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,512000,NFA+DFA-cache,4738,0.056,495.784,495.840,13856.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,512000,DFA,4738,0.152,42.987,43.139,46944.00,5,0.17
Complex Regex - Multiple Operators,(a|b).*c,512000,min-DFA,4738,0.231,42.460,42.691,64848.00,3,0.12
Complex Regex,(a|b)*c(d|e)*,512000,NFA,10420,0.064,513.878,513.942,20560.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,512000,NFA+DFA-cache,10420,0.057,581.971,582.029,20560.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,512000,DFA,10420,0.210,25.481,25.691,75336.00,6,0.19
Complex Regex,(a|b)*c(d|e)*,512000,min-DFA,10420,0.299,24.162,24.461,88224.00,2,0.10
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),512000,NFA,37,0.422,1159.018,1159.440,373728.00,184,4.52
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),512000,NFA+DFA-cache,37,0.424,1259.090,1259.514,373728.00,184,4.52
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),512000,DFA,37,1.015,28.875,29.890,774520.00,52,1.28
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),512000,min-DFA,37,4.328,26.066,30.395,1792064.00,21,0.55
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),512000,NFA,466,0.192,244.376,244.568,152296.00,80,1.77
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),512000,NFA+DFA-cache,466,0.228,190.429,190.657,152296.00,80,1.77
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),512000,DFA,466,0.486,25.346,25.832,261120.00,32,0.57
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),512000,min-DFA,466,1.787,23.060,24.847,675096.00,25,0.47
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),512000,NFA (with prefilter),466,0.350,62.458,62.809,190392.00,112,1.91
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),512000,NFA+DFA-cache (with prefilter),466,0.282,34.600,34.882,185592.00,112,1.91
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),512000,DFA (with prefilter),466,0.453,37.872,38.325,294848.00,64,0.71
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),512000,min-DFA (with prefilter),466,1.906,15.741,17.647,712552.00,57,0.61
Prefilter - Common Suffixes, (.*)(tion|ment|ness),512000,NFA,1163,0.121,3306.237,3306.359,47992.00,34,0.76
Prefilter - Common Suffixes, (.*)(tion|ment|ness),512000,NFA+DFA-cache,1163,0.114,821.113,821.227,47992.00,34,0.76
Prefilter - Common Suffixes, (.*)(tion|ment|ness),512000,DFA,1163,0.546,110.190,110.737,326688.00,15,0.66
Prefilter - Common Suffixes, (.*)(tion|ment|ness),512000,min-DFA,1163,0.806,112.008,112.813,444056.00,14,0.62
Prefilter - Common Suffixes, (.*)(tion|ment|ness),512000,NFA (with prefilter),1163,0.171,3180.862,3181.033,63992.00,48,0.85
Prefilter - Common Suffixes, (.*)(tion|ment|ness),512000,NFA+DFA-cache (with prefilter),1163,0.167,735.413,735.580,63992.00,48,0.85
Prefilter - Common Suffixes, (.*)(tion|ment|ness),512000,DFA (with prefilter),1163,0.597,114.590,115.187,342688.00,29,0.75
Prefilter - Common Suffixes, (.*)(tion|ment|ness),512000,min-DFA (with prefilter),1163,0.863,114.548,115.411,460056.00,28,0.70
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),512000,NFA,54,0.277,913.724,914.001,249032.00,122,2.80
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),512000,NFA+DFA-cache,54,0.310,1156.170,1156.480,249032.00,122,2.80
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),512000,DFA,54,0.670,26.513,27.183,439984.00,45,0.83
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),512000,min-DFA,54,4.016,24.455,28.471,1305944.00,28,0.56
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),512000,NFA (with prefilter),54,0.480,381.652,382.132,307008.00,167,2.96
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),512000,NFA+DFA-cache (with prefilter),54,0.442,426.614,427.055,306272.00,167,2.96
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),512000,DFA (with prefilter),54,0.680,46.797,47.477,497216.00,90,0.99
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),512000,min-DFA (with prefilter),54,4.096,23.677,27.773,1363472.00,73,0.72
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),512000,NFA,4068,0.221,1150.295,1150.516,171456.00,92,2.06
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),512000,NFA+DFA-cache,4068,0.264,1161.790,1162.053,162368.00,92,2.06
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),512000,DFA,4068,1.309,31.183,32.492,853888.00,34,1.38
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),512000,min-DFA,4068,2.247,29.319,31.566,1174128.00,27,1.05
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),512000,NFA (with prefilter),4068,0.302,1034.361,1034.663,189392.00,109,2.16
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),512000,NFA+DFA-cache (with prefilter),4068,0.325,947.924,948.249,190000.00,109,2.16
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),512000,DFA (with prefilter),4068,1.289,47.230,48.519,881520.00,51,1.47
Prefilter - Common Words Repeated,(the|and|that|with|from)(.*)(the|and|that|with|from),512000,min-DFA (with prefilter),4068,2.438,31.315,33.754,1201312.00,44,1.14
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),512000,NFA,1,0.203,11934.071,11934.273,77144.00,46,1.04
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),512000,NFA+DFA-cache,1,0.142,1281.820,1281.962,68000.00,46,1.04
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),512000,DFA,1,0.502,627.563,628.065,285792.00,19,0.69
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),512000,min-DFA,1,1.210,597.877,599.088,522240.00,16,0.59
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),512000,NFA (with prefilter),1,0.172,35.007,35.179,86768.00,60,1.13
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),512000,NFA+DFA-cache (with prefilter),1,0.216,9.225,9.441,91616.00,60,1.13
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),512000,DFA (with prefilter),1,0.642,8.537,9.179,313248.00,33,0.78
Prefilter - URL-like Patterns,(www\.)*(.*)\.(com|org|net|edu),512000,min-DFA (with prefilter),1,1.192,34.521,35.714,541008.00,30,0.68
Prefilter - Code Keywords,(function|class|const|return|import),512000,Aho-Corasick,110,0.034,65.073,65.108,19656.00,30,0.11
Prefilter - Code Keywords,(function|class|const|return|import),512000,NFA,110,0.232,764.356,764.588,123784.00,68,1.49
Prefilter - Code Keywords,(function|class|const|return|import),512000,NFA+DFA-cache,110,0.182,773.467,773.649,115768.00,68,1.49
Prefilter - Code Keywords,(function|class|const|return|import),512000,DFA,110,0.396,27.115,27.511,210280.00,30,0.53
Prefilter - Code Keywords,(function|class|const|return|import),512000,min-DFA,110,1.403,25.864,27.267,503416.00,24,0.44
Prefilter - Code Keywords,(function|class|const|return|import),512000,NFA (with prefilter),110,0.346,28.005,28.351,145752.00,98,1.60
Prefilter - Code Keywords,(function|class|const|return|import),512000,NFA+DFA-cache (with prefilter),110,0.324,31.194,31.519,154504.00,98,1.60
Prefilter - Code Keywords,(function|class|const|return|import),512000,DFA (with prefilter),110,0.345,38.368,38.713,240192.00,60,0.64
Prefilter - Code Keywords,(function|class|const|return|import),512000,min-DFA (with prefilter),110,1.540,10.468,12.008,542144.00,54,0.55
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),512000,NFA,27,0.195,515.251,515.446,146944.00,82,1.83
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),512000,NFA+DFA-cache,27,0.182,591.411,591.593,147032.00,82,1.83
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),512000,DFA,27,0.484,27.781,28.266,263520.00,31,0.57
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),512000,min-DFA,27,1.597,25.343,26.940,593368.00,23,0.45
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),512000,NFA (with prefilter),27,0.324,531.982,532.306,185880.00,113,1.96
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),512000,NFA+DFA-cache (with prefilter),27,0.308,575.804,576.112,186792.00,113,1.96
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),512000,DFA (with prefilter),27,0.484,36.407,36.892,303304.00,62,0.70
Prefilter - Article-Noun Patterns,(the|a|an) (cat|dog|bird|fish|tree|house|car),512000,min-DFA (with prefilter),27,1.633,28.913,30.546,632664.00,54,0.58
Edge Case - No Matches,xyz,512000,KMP,0,0.000,2.707,2.707,10024.00,,
Edge Case - No Matches,xyz,512000,Boyer-Moore,0,0.000,4.722,4.722,5040.00,,
Edge Case - No Matches,xyz,512000,NFA,0,0.060,223.578,223.638,8104.00,6,0.14
Edge Case - No Matches,xyz,512000,NFA+DFA-cache,0,0.038,159.388,159.426,8104.00,6,0.14
Edge Case - No Matches,xyz,512000,DFA,0,0.088,21.997,22.085,17592.00,4,0.10
Edge Case - No Matches,xyz,512000,min-DFA,0,0.163,21.468,21.631,33600.00,4,0.10
Edge Case - Many Matches,a,512000,KMP,27900,0.000,4.353,4.353,2839016.00,,
Edge Case - Many Matches,a,512000,Boyer-Moore,27900,0.000,14.273,14.273,2842080.00,,
Edge Case - Many Matches,a,512000,NFA,27900,0.027,230.093,230.120,3424.00,2,0.07
Edge Case - Many Matches,a,512000,NFA+DFA-cache,27900,0.026,162.938,162.964,3424.00,2,0.07
Edge Case - Many Matches,a,512000,DFA,27900,0.080,25.547,25.628,7168.00,2,0.07
Edge Case - Many Matches,a,512000,min-DFA,27900,0.104,26.011,26.116,13256.00,2,0.07
Edge Case - Universal Wildcard,.*,512000,NFA,8631,0.040,319.748,319.788,5136.00,4,0.12
Edge Case - Universal Wildcard,.*,512000,NFA+DFA-cache,8631,0.038,280.191,280.230,5136.00,4,0.12
Edge Case - Universal Wildcard,.*,512000,DFA,8631,0.086,21.337,21.423,14216.00,2,0.09
Edge Case - Universal Wildcard,.*,512000,min-DFA,8631,0.107,21.579,21.686,19176.00,1,0.07
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),512000,NFA,0,0.137,573.513,573.650,105536.00,76,1.75
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),512000,NFA+DFA-cache,0,0.128,644.322,644.450,105536.00,76,1.75
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),512000,NFA (with prefilter),0,0.245,559.050,559.295,131496.00,81,1.83
Edge Case - DFA Exponential Blowup,(a|b)*a(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b)(a|b),512000,NFA+DFA-cache (with prefilter),0,0.234,635.945,636.179,129928.00,81,1.83
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),512000,NFA,335,0.138,594.366,594.505,58672.00,42,0.93
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),512000,NFA+DFA-cache,335,0.103,660.016,660.118,58848.00,42,0.93
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),512000,DFA,335,0.272,24.754,25.026,120912.00,19,0.34
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),512000,min-DFA,335,0.674,25.310,25.983,278272.00,16,0.30
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),512000,NFA (with prefilter),335,0.152,76.308,76.461,79536.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),512000,NFA+DFA-cache (with prefilter),335,0.160,75.110,75.271,76864.00,61,1.02
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),512000,DFA (with prefilter),335,0.248,9.680,9.929,137672.00,38,0.44
Edge Case - Nested Alternations,((red|blue)|(green|yellow)),512000,min-DFA (with prefilter),335,0.773,35.978,36.752,299200.00,35,0.39
Performance - Sparse Matches,(rare|uncommon|infrequent),512000,Aho-Corasick,9,0.030,67.282,67.312,15184.00,23,0.09
Performance - Sparse Matches,(rare|uncommon|infrequent),512000,NFA,9,0.095,468.153,468.247,73368.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),512000,NFA+DFA-cache,9,0.101,548.144,548.245,73368.00,48,1.05
Performance - Sparse Matches,(rare|uncommon|infrequent),512000,DFA,9,0.255,25.093,25.348,144656.00,23,0.41
Performance - Sparse Matches,(rare|uncommon|infrequent),512000,min-DFA,9,0.959,24.858,25.817,354736.00,21,0.38
Performance - Sparse Matches,(rare|uncommon|infrequent),512000,NFA (with prefilter),9,0.174,39.908,40.082,95552.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),512000,NFA+DFA-cache (with prefilter),9,0.215,11.869,12.085,104248.00,71,1.14
Performance - Sparse Matches,(rare|uncommon|infrequent),512000,DFA (with prefilter),9,0.350,39.304,39.654,166840.00,46,0.50
Performance - Sparse Matches,(rare|uncommon|infrequent),512000,min-DFA (with prefilter),9,1.000,11.244,12.243,385560.00,44,0.47
Performance - Dense Matches,(a|e|i|o|u),512000,Aho-Corasick,143717,0.023,108.668,108.691,4752.00,6,0.08
Performance - Dense Matches,(a|e|i|o|u),512000,NFA,143717,0.071,843.697,843.768,19520.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),512000,NFA+DFA-cache,143717,0.073,819.516,819.590,19520.00,18,0.42
Performance - Dense Matches,(a|e|i|o|u),512000,DFA,143717,0.173,39.777,39.950,45936.00,6,0.14
Performance - Dense Matches,(a|e|i|o|u),512000,min-DFA,143717,0.232,39.260,39.492,58824.00,2,0.10
Performance - Alternation vs Star,(abc|abd|abe)*,512000,NFA,503352,0.091,598.334,598.424,31832.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,512000,NFA+DFA-cache,503352,0.097,734.185,734.282,31832.00,24,0.54
Performance - Alternation vs Star,(abc|abd|abe)*,512000,DFA,503352,0.203,77.432,77.634,66592.00,6,0.15
Performance - Alternation vs Star,(abc|abd|abe)*,512000,min-DFA,503352,0.301,84.460,84.761,88880.00,3,0.10
Short Literal - Small Text,abc,51200,KMP,0,0.000,0.307,0.307,880.00,,
Short Literal - Small Text,abc,51200,Boyer-Moore,0,0.000,0.530,0.530,4720.00,,
Short Literal - Small Text,abc,51200,NFA,0,0.043,34.570,34.613,8104.00,6,0.14
Short Literal - Small Text,abc,51200,NFA+DFA-cache,0,0.040,39.034,39.074,6680.00,6,0.14
Short Literal - Small Text,abc,51200,DFA,0,0.107,2.280,2.387,26536.00,4,0.10
Short Literal - Small Text,abc,51200,min-DFA,0,0.174,2.474,2.648,33600.00,4,0.10
Short Literal - Large Text,the,51200,KMP,835,0.000,0.469,0.469,79296.00,,
Short Literal - Large Text,the,51200,Boyer-Moore,835,0.000,0.659,0.660,83168.00,,
Short Literal - Large Text,the,51200,NFA,835,0.044,37.043,37.087,8104.00,6,0.14
Short Literal - Large Text,the,51200,NFA+DFA-cache,835,0.040,40.169,40.209,6680.00,6,0.14
Short Literal - Large Text,the,51200,DFA,835,0.136,2.372,2.507,26536.00,4,0.10
Short Literal - Large Text,the,51200,min-DFA,835,0.188,2.335,2.523,33576.00,4,0.10
Long Literal - Small Text,abcdefghijklmnop,51200,KMP,0,0.000,0.320,0.321,984.00,,
Long Literal - Small Text,abcdefghijklmnop,51200,Boyer-Moore,0,0.000,0.189,0.189,7328.00,,
Long Literal - Small Text,abcdefghijklmnop,51200,NFA,0,0.082,28.797,28.880,47336.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,51200,NFA+DFA-cache,0,0.070,38.143,38.213,43168.00,32,0.69
Long Literal - Small Text,abcdefghijklmnop,51200,DFA,0,0.229,2.304,2.533,107504.00,17,0.30
Long Literal - Small Text,abcdefghijklmnop,51200,min-DFA,0,0.671,2.443,3.114,238888.00,17,0.30
Long Literal - Large Text,constitution,51200,KMP,0,0.000,0.306,0.307,952.00,,
Long Literal - Large Text,constitution,51200,Boyer-Moore,0,0.000,0.206,0.206,5600.00,,
Long Literal - Large Text,constitution,51200,NFA,0,0.067,26.883,26.950,32304.00,24,0.52
Long Literal - Large Text,constitution,51200,NFA+DFA-cache,0,0.062,37.628,37.689,32304.00,24,0.52
Long Literal - Large Text,constitution,51200,DFA,0,0.137,2.208,2.345,77224.00,13,0.23
Long Literal - Large Text,constitution,51200,min-DFA,0,0.518,2.202,2.720,181648.00,13,0.23
Simple Regex - Dot,a.c,51200,NFA,70,0.044,35.071,35.115,8096.00,6,0.15
Simple Regex - Dot,a.c,51200,NFA+DFA-cache,70,0.040,41.431,41.471,6672.00,6,0.15
Simple Regex - Dot,a.c,51200,DFA,70,0.073,2.349,2.422,26272.00,4,0.11
Simple Regex - Dot,a.c,51200,min-DFA,70,0.145,2.352,2.497,33368.00,4,0.11
Simple Regex - Star,ab*c,51200,NFA,107,0.069,32.293,32.363,9872.00,8,0.19
Simple Regex - Star,ab*c,51200,NFA+DFA-cache,107,0.079,39.218,39.297,8448.00,8,0.19
Simple Regex - Star,ab*c,51200,DFA,107,0.126,2.333,2.459,35144.00,4,0.11
Simple Regex - Star,ab*c,51200,min-DFA,107,0.156,2.284,2.441,39464.00,3,0.09
Complex Regex - Alternation,(cat|dog|bird),51200,Aho-Corasick,24,0.033,5.173,5.206,8032.00,11,0.08
Complex Regex - Alternation,(cat|dog|bird),51200,NFA,24,0.071,63.616,63.687,30816.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),51200,NFA+DFA-cache,24,0.093,111.857,111.949,28672.00,24,0.53
Complex Regex - Alternation,(cat|dog|bird),51200,DFA,24,0.169,2.429,2.598,65992.00,11,0.21
Complex Regex - Alternation,(cat|dog|bird),51200,min-DFA,24,0.355,2.406,2.762,127432.00,9,0.18
Complex Regex - Alternation,(cat|dog|bird),51200,NFA (with prefilter),24,0.184,5.126,5.310,44848.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),51200,NFA+DFA-cache (with prefilter),24,0.121,3.823,3.944,42312.00,35,0.61
Complex Regex - Alternation,(cat|dog|bird),51200,DFA (with prefilter),24,0.235,3.925,4.161,80024.00,22,0.29
Complex Regex - Alternation,(cat|dog|bird),51200,min-DFA (with prefilter),24,0.395,1.102,1.498,150160.00,20,0.26
Complex Regex - Multiple Operators,(a|b).*c,51200,NFA,462,0.083,117.257,117.340,13856.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,51200,NFA+DFA-cache,462,0.054,110.355,110.410,13856.00,12,0.28
Complex Regex - Multiple Operators,(a|b).*c,51200,DFA,462,0.142,4.240,4.382,46944.00,5,0.17
Complex Regex - Multiple Operators,(a|b).*c,51200,min-DFA,462,0.179,4.355,4.535,64848.00,3,0.12
Complex Regex,(a|b)*c(d|e)*,51200,NFA,1003,0.073,76.941,77.014,20560.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,51200,NFA+DFA-cache,1003,0.058,119.912,119.970,18896.00,18,0.43
Complex Regex,(a|b)*c(d|e)*,51200,DFA,1003,0.174,2.455,2.630,75336.00,6,0.19
Complex Regex,(a|b)*c(d|e)*,51200,min-DFA,1003,0.213,2.440,2.653,88224.00,2,0.10
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),51200,NFA,7,0.419,149.528,149.948,373728.00,184,4.52
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),51200,NFA+DFA-cache,7,0.430,183.185,183.614,373728.00,184,4.52
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),51200,DFA,7,1.047,3.110,4.157,774520.00,52,1.28
Very complex Regex,((t|T)(h|H)(e|E)( )*(m|M)(a|A)(n|N))|((s|S)(h|H)(e|E)( )*(s|S)(a|A)(i|I)(d|D))|((w|W)(a|A)(s|S)( )*(a|A)(l|L)(o|O)(n|N)(e|E))|((t|T)(h|H)(e|E)( )*(e|E)(n|N)(d|D)),51200,min-DFA,7,4.261,2.815,7.076,1777256.00,21,0.55
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),51200,NFA,55,0.191,37.165,37.356,151752.00,80,1.77
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),51200,NFA+DFA-cache,55,0.181,43.767,43.948,147976.00,80,1.77
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),51200,DFA,55,0.462,2.650,3.112,267008.00,32,0.57
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),51200,min-DFA,55,1.767,2.512,4.279,674936.00,25,0.47
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),51200,NFA (with prefilter),55,0.267,5.350,5.617,187800.00,112,1.91
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),51200,NFA+DFA-cache (with prefilter),55,0.298,4.087,4.386,185592.00,112,1.91
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),51200,DFA (with prefilter),55,0.530,3.886,4.416,293840.00,64,0.71
Prefilter - Thematic Words After 'the',the (soul|body|mind|dead|life|world|death),51200,min-DFA (with prefilter),55,1.840,1.181,3.020,712552.00,57,0.61
Prefilter - Common Suffixes, (.*)(tion|ment|ness),51200,NFA,155,0.097,400.403,400.501,47992.00,34,0.76
Prefilter - Common Suffixes, (.*)(tion|ment|ness),51200,NFA+DFA-cache,155,0.095,129.968,130.064,47992.00,34,0.76
Prefilter - Common Suffixes, (.*)(tion|ment|ness),51200,DFA,155,0.557,11.883,12.440,326688.00,15,0.66
Prefilter - Common Suffixes, (.*)(tion|ment|ness),51200,min-DFA,155,0.807,11.680,12.487,444056.00,14,0.62
Prefilter - Common Suffixes, (.*)(tion|ment|ness),51200,NFA (with prefilter),155,0.134,380.991,381.125,63992.00,48,0.85
Prefilter - Common Suffixes, (.*)(tion|ment|ness),51200,NFA+DFA-cache (with prefilter),155,0.135,135.818,135.953,63992.00,48,0.85
Prefilter - Common Suffixes, (.*)(tion|ment|ness),51200,DFA (with prefilter),155,0.565,12.586,13.151,342688.00,29,0.75
Prefilter - Common Suffixes, (.*)(tion|ment|ness),51200,min-DFA (with prefilter),155,0.871,13.073,13.944,459704.00,28,0.70
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),51200,NFA,6,0.274,125.841,126.115,249032.00,122,2.80
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),51200,NFA+DFA-cache,6,0.265,165.222,165.487,249032.00,122,2.80
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),51200,DFA,6,0.679,2.627,3.306,439984.00,45,0.83
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),51200,min-DFA,6,3.863,2.557,6.419,1305848.00,28,0.56
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),51200,NFA (with prefilter),6,0.418,43.034,43.452,306272.00,167,2.96
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),51200,NFA+DFA-cache (with prefilter),6,0.365,74.543,74.908,300976.00,167,2.96
Prefilter - Subject-Verb Patterns,(I|You|He|She|It|We|They) (was|were|had|been|said|made|came|went),51200,DFA (with prefilter),6,0.682,4.535,5.217,493128.00,90,0.99
